quiz_no,quiz_title,q_no,q_type,stem,options,answer,analysis,is_open,source_file
056,空性即中道,13,多选题,13.【多选题】依据课程内容，对于二时教法的“权便中观”和“究竟中观”，下列选项中说法正确的有哪些？,A. 权便中观是以二谛模式来构建的教理体系。 || B. 权便中观是佛陀二时教法的横向教理体系的第一部分，目的在于解构，就是“破增益”。 || C. 究竟中观是佛陀二时教法横向教理体系的第二部分，基于空性进而引导凡夫去见真实，指向佛陀证悟的真实、实相，也就是“补损减”。 || D. 权便中观和究竟中观两部分合起来，才是完整的佛陀二时教法体系。,ABCD,权便中观，即以二谛模式来构建的教理体系，是佛陀二时教法的横向教理体系的第一部分，目的在于解构，就是“破增益”。为什么还要安立究竟中观呢？究竟中观，是佛陀二时教法横向教理体系的第二部分，基于空性，进而引导着凡夫去见真实，指向佛陀证悟的真实、实相，这是究竟中观这段教理的法义，也就是“补损减”。所以权便中观是“破增益”，究竟中观是“补损减”，这两部分合起来，才是完整的佛陀二时教法体系。,0,/Users/apple/study/buddhism/output/quizzes.csv
056,空性即中道,14,判断题,14.【判断题】依据课程内容，佛陀在二时教法里，承认有佛陀证悟的真实。,,正确,佛陀在二时教法里，承认不承认有佛陀证悟的真实？我们可以理直气壮地回答，佛陀在二时教法中，是承认有佛陀证悟的真实的。,0,/Users/apple/study/buddhism/output/quizzes.csv
056,空性即中道,15,多选题,15.【多选题】依据课程内容，二时教法中，对于佛陀证悟的真实，以下选项中说法正确的有哪些？,A. 《金刚经》第十七段经文“如来者，即诸法如义。”对照玄奘和义净的译本，这句经文非常清楚地讲，如来就是诸法的真实性，所以二时教法是承认佛陀证悟的真实的。 || B. 佛陀证悟的真实，不是凡夫的言语可诠表的，不是我们凡夫的思辨可触及的。 || C. 二时教法里对佛陀证悟的真实用的最多的名言是“空性”这个词。 || D. 《中论颂》中说“诸法实相者，心行言语断。”从这句话可以理解，龙树承认有佛陀证悟的真实，叫“实相”。,ABD,《金刚经》第十七段经文：“如来者，即诸法如义。”玄奘译作：“言如来者，即是真实真如增语。”义净法师译作：“言如来者，即是实性真如之异名。”《金刚经》这句话非常清楚，什么是如来？如来就是诸法的真实性。所以二时教法是承认佛陀证悟的真实的，可以假名安立这个真实的存在，这是第一点。第二，在佛陀二时教法里，佛陀证悟的这种真实，肯定不是凡夫的言语可诠表的，不是我们凡夫的思辨可触及的。龙树在《中论颂》第十八品第七颂中说：“诸法实相者，心行言语断。”这是鸠摩罗什的翻译。从这句话可以理解，龙树承认有佛陀证悟的真实，叫“实相”。实相这个词，是佛陀二时教法对佛陀证悟的真实用的最多的名言。但从《中论颂》这句话上来讲，龙树又想告诉我们，实相是“心行言语断”，这就是通常说的“言语道断，心行处灭”。,0,/Users/apple/study/buddhism/output/quizzes.csv
056,空性即中道,16,多选题,16.【多选题】依据课程内容，对于佛陀证悟的实相，以下选项中说法正确的有哪些？（ ）,A. 二时教法用了“不是什么”这样一种隐秘的方法，佛教叫“隐密相”，而说诸法的真实性，我们把它叫作“指向真实”。 || B. 对于佛陀证悟的实相，三时教法叫“直陈真实”，叫“显了相”说法。 || C. 佛陀证悟的实相，对于凡夫来讲，我们不能说、不能想，因此就没必要说。 || D. 佛陀证悟的实相确实是不能说，但虽然不能说，还必须得说，因为要度化众生，引导众生见真实。,ABD,佛陀证悟的实相，对于我们凡夫来讲，我们不能说、不能想，不是我们的言语所能诠表的，不是我们凡夫思辨可以触及的，所以实相不能直陈，不能明明白白地说，但是又不能完全不说。不说怎么引导着众生见真实？因此二时教法用了一种遮诠的方式—“不是什么”这样一种隐秘的方法，佛教叫“隐密相”，而说诸法的真实性。在这一点上，有别于三时教法。三时教法认为，真实性确实是不能说，但是虽然不能说，还必须得说，因为要度化众生；而且还得直说，所以叫“直陈真实”，叫“显了相”说法。当然二时教法因为真实不能直说，不像三时那样直陈真实，只能用遮诠的方式，隐密相说法，所以我们把它叫作“指向真实”，这是二时教法和三时教法的区别。,0,/Users/apple/study/buddhism/output/quizzes.csv
056,空性即中道,17,单选题,17.【单选题】二时教法和三时教法有一个共同点，不管是直陈真实，还是指向真实，都需要认同一个前提，这个前提是什么？,A. 认同佛陀证悟的真实是可以用我们的言语所能诠表的。 || B. 完全认同凡夫境界上的存在是根本就不存在。 || C. 只接受权便中观的二谛说法，不接受究竟中观。 || D. 认同佛陀说缘起是为了解释凡夫所见的生灭现象。,B,二时教法和三时教法有一个共同点，不管是直陈真实，还是指向真实，都有一个前提，这是二时教法和三时教法都承认的，这个前提是什么？就是必须完全地认同，凡夫境界上的存在是根本就不存在。只有认同了这一条之后，才能直陈真实，或者指向真实。,0,/Users/apple/study/buddhism/output/quizzes.csv
056,空性即中道,18,多选题,18.【多选题】依据课程内容，对于权便中观，下列选项中说法正确的有哪些？,A. 权便中观是因于二谛说法，因于二谛的世俗谛与胜义谛说法。 || B. 世俗谛就是佛陀为了度化众生，随顺众生，向我们这些凡夫有所妥协、有所迁就而建立的道理。 || C. 只要有世俗谛在，这种解构就肯定不彻底。 || D. 只要有世俗谛在，凡夫见解构得不彻底，就不能讲实相。,ABCD,权便中观是因于二谛说法，因于二谛的世俗谛说法。什么是世俗谛？就是佛陀为了度化我们这些凡夫，随顺众生，向我们这些凡夫有所妥协、有所迁就而建立的道理，只要有世俗谛在，这种解构就肯定不彻底，凡夫见解构得不彻底，就不能讲实相。,0,/Users/apple/study/buddhism/output/quizzes.csv
056,空性即中道,19,多选题,19.【多选题】依据课程内容，安立究竟中观的必要性和作用是什么？,A. 安立究竟中观彻底泯灭凡夫的二边见，这才是彻底地解构凡夫境界。 || B. 以泯灭凡夫的二边见而最终彻底地解构凡夫见解，一丁丁点儿都不再向凡夫迁就、妥协了，这是指向真实的前提。 || C. 以泯灭凡夫的二边见这种不二模式，也就是遮诠模式，佛陀为我们凡夫指向真实。 || D. 安立究竟中观只是为了突出自己的学识高深莫测。,ABC,究竟中观安立的必要性和作用：第一，彻底泯灭凡夫的二边见，这才是彻底地解构凡夫境界。安立究竟中观的作用，就是以泯灭凡夫的二边见而最终彻底地解构凡夫见解，一丁丁点儿都不再向凡夫迁就了，一丁丁点儿都不再向凡夫妥协了，是彻底的解构，这是指向真实的前提。因此安立究竟中观的第二个作用，正是以泯灭凡夫的二边见这种不二模式，也就是遮诠模式，佛陀为我们凡夫指向真实。,0,/Users/apple/study/buddhism/output/quizzes.csv
056,空性即中道,20,简答题,20.【简答题】结合课程内容，简述“缘生性空”与“缘起无生”的逻辑关系，并说明佛陀安立缘起法的最终目的是什么？,,"逻辑关系：佛陀安立缘生法，认为凡夫境界若有存在，只能是缘生；但缘生之法性空、无自性，由此形成悖论——存在是有自性，无自性也就是不存在。因此“缘生性空”的最终落脚处是“缘起无生”。
最终目的：佛陀说缘起，本质是为了说无生，而只有讲了无生，才能安立究竟中观，泯灭凡夫的二边见，并以泯灭凡夫的二边见这种不二模式指向真实，引导众生见诸法实相。",,1,/Users/apple/study/buddhism/output/quizzes.csv
056,空性即中道,21,简答题,21.【简答题】简述二时教法中“权便中观”与“究竟中观”的核心区别，以及二者在二时教法完整体系中的各自作用。,,"核心区别：权便中观以二谛模式构建的教理体系，基于二谛，以实有为起点，世俗谛（随顺凡夫、有所妥协），胜义谛（随顺真实），目的是“破增益”，但破的不彻底，仍是实有见；究竟中观，起点是无生，泯灭二边见，不向凡夫妥协，彻底破增益，这是指向真实的前提，基于空性，以泯灭凡夫的二边见这种不二模式，指向真实，引导凡夫去见实相，目的是“补损减”。
各自作用：权便中观是二时教法横向体系的第一部分，核心是解构凡夫自以为的真实世界；究竟中观是第二部分，核心是引导凡夫见佛陀证悟的实相，二者结合构成完整的二时教法体系。",,1,/Users/apple/study/buddhism/output/quizzes.csv
056,空性即中道,22,论述题,22.【论述题】结合课程内容，论述二时教法中“空性即中道”的内涵，以及佛陀如何通过“缘起”这一善巧，引导凡夫理解空性、趋向实相？同时说明二时教法与三时教法在引导凡夫见真实上的异同。,,"“空性即中道”的内涵：究竟中观的核心是泯灭凡夫二边见，佛陀通过缘起这一善巧，告诉我们缘起即是无生，无生意味着凡夫境界的一切存在根本就没产生过，是以不存在为它的基本特征，这就叫空性，空性就是中道；而空性本身也是假名安立，需进一步“空”掉对空性的执着，这种不执二边、不执空性的状态，就是中道。
佛陀通过缘起引导凡夫的路径：佛陀以缘起为善巧，先安立缘生法，让凡夫理解凡夫境界的存在皆是缘生、无自性（缘生性空），进而破除凡夫对“生灭”的执着，明白缘生性空的落脚处是缘起无生，最终引导凡夫泯灭二边见，理解空性（即中道），趋向实相。
二时教法与三时教法的异同：①相同点：二者都以“完全认同凡夫境界的存在根本不存在”为前提，核心目的都是引导凡夫见佛陀证悟的真实；②不同点：二时教法采用“遮诠”（隐密相）的方式，通过“不是什么”指向真实，不直陈实相（因实相言语道断、心行处灭）；三时教法采用“直陈真实”（显了相）的方式，虽承认实相不可说，但为了度化众生，仍直接阐释真实。",,1,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,1,多选题,1.【多选题】依据课程内容，对于二时教法的究竟中观，以下选项中说法正确的有哪些？,A. 是基于二谛模式而建立的权便中观的教理体系之上，引申出究竟中观的教理体系。 || B. 是基于凡夫角度的空性之上而建立的中观。 || C. 是基于智者角度的实相之上而建立的中观。 || D. 以泯灭凡夫二边见而建立的中观，就是究竟中观。 || E. 是佛陀甚深般若波罗蜜法门的要义。,ABCDE,基于二谛模式而建立的权便中观的教理体系之上，我们又引申出究竟中观的教理体系。基于凡夫角度的空性，或者说是基于智者角度的实相之上而建立的中观，以泯灭凡夫二边见而建立的中观，就是究竟中观。这是佛陀甚深般若波罗蜜法门的要义。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,2,多选题,2.【多选题】依据课程内容，关于人天乘、小乘、大乘佛法的安住境界，以下选项中表述正确的有哪些？,A. 学习佛陀人天乘的法的众生，安住于生死。 || B. 修行佛陀的小乘法最终安住于涅槃。 || C. 大乘佛法要泯灭生死与涅槃的二边见，叫“智不住生死、悲不住涅槃”。 || D. 大乘佛法为了表达跟小乘佛法境界的区别，勉强安立了一个名言，叫做“无住涅槃”。,ABCD,学习佛陀人天乘的法的众生，安住于生死。修行佛陀的小乘法，最终安住于涅槃。大乘佛法要泯灭生死与涅槃的二边见，叫“智不住生死、悲不住涅槃”。生死即涅槃，涅槃即生死。大乘佛法为了表达跟小乘佛法境界的区别，勉强又安立了一个名言，叫做“无住涅槃”。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,3,判断题,3.【判断题】大乘佛法区别于人天乘、小乘法的最核心要义，就是无生，就是最终彻底地泯灭二边见。这就是《心经》“色即是空，空即是色”的境界，生死与涅槃不二。,,正确,大乘佛法区别于人天乘、小乘法的最核心要义，就是无生，就是最终彻底地泯灭二边见。这就是《心经》“色即是空，空即是色”的境界，生死与涅槃不二。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,4,多选题,4.【多选题】依据课程内容，依据印度古德对《金刚经》结构做的划分，下列选项中对《金刚经》结构划分解读正确的有哪些？,A. 前十六段，印度古德认为是讲给资粮位众生说的法。 || B. 从第十七段开始，是给加行位、见道位、修道位众生说的法。 || C. 《金刚经》的前十六段经文，可以用权便中观来解读。 || D. 从第十七段经文开始，必须用究竟中观来解读。,ABCD,印度古德把《金刚经》分成前后两部分。前十六段，他们认为是讲给资粮位众生说的法。从第十七段开始，是加行位、见道位、修道位的法。因此，对照着前面的教理体系，《金刚经》的前十六段经文，我们可以用权便中观来解读，但是从第十七段经文开始，就不能仅用权便中观来解读，必须用究竟中观来解读。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,5,多选题,5.【多选题】依据课程内容，对《金刚经》第十七段经文中“如来所得阿耨多罗三藐三菩提，于是中无实无虚”的“无实无虚”，以下选项中理解正确的有哪些？,A. 在胜义谛非真，在世俗谛、在名言谛上非假。 || B. 是彻底地远离真假二边，在空性上无真无假。 || C. 在佛陀所证悟的实相上无真无假。 || D. 彻底地泯灭真、假二边。,BCD,对第十四段经文的“无实无虚”，可以在权便中观上解读：为什么佛所证得的法、佛所说的法，非真非假呢？在胜义谛非真，在世俗谛名言谛上非假。但是到了第十七段经文，再见到“无实无虚”，我们就不能仅仅从权便中观去解读。因为印度古德认为，第十七段经文开始这两个段落，是说加行位的法，是要引导着众生去见道，去见实相。因此，必须从究竟中观去解读。“如来所得阿耨多罗三藐三菩提，于是中无实无虚”，非真非假，这里的非真非假，是彻底远离真假二边。在空性上无真无假，在佛陀证悟实相上无真无假，彻底泯灭真假二边。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,6,多选题,6.【多选题】依据课程内容，对于《金刚经》第十七段经文“一切法皆是佛法”，以下选项中理解正确的有哪些？,A. 对这句话要从究竟中观上去解读。 || B. 佛法与外道，这是二边见。 || C. 给加行位众生说法，要泯灭二边，佛法与外道不二。 || D. 这是佛陀接引众生要见真实的时候，泯灭凡夫心中的善、恶二边。,ABCD,“是故如来说：一切法皆是佛法。”这句话出现在《金刚经》第十七段经文。印度古德认为这是接引加行位众生去见实相的，这段经文不是给初入佛门的凡夫、资粮位凡夫说的法。因此，对这句话要从究竟中观上去解读。在凡夫境界上，二边，佛法是佛法，外道是外道，这是泾渭分明的。在凡夫心中，因为有外道的见解，所以佛陀才安立了佛法的见解，所以佛法与外道二边的安立，是佛陀接引凡夫的方便。佛法与外道，这是二边见。第十七段经文，佛陀给加行位众生说法，要引导我们去见实相，在这里佛陀要泯灭二边，佛法与外道不二，这是“如来说：一切法皆是佛法”的法义。在这里佛陀要接引众生见真实，要泯灭凡夫心中的善恶二边。所以不管善法、恶法，佛陀说一切法皆是佛法，这是泯灭凡夫的善恶二边见。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,7,多选题,7.【多选题】依据课程内容，对于《六祖坛经》中讲的“不思善、不思恶”，我们应如何理解和行持？,A. 不要思善、不要思恶，这是加行位入见道位、泯灭善恶二边的法。 || B. 这是给加行位众生说的法，是引领着我们去见实相的法、去见道的法。 || C. 对于资粮位众生，善法、恶法在我们的心中暂时还是要泾渭分明。 || D. 对于资粮位众生，学习佛陀教法就是学习佛陀教法的不共。,ABCD,不要思善、不要思恶，这是加行位入见道位、泯灭善恶二边的法。所以“如来说：一切法皆是佛法”，没有善恶二边的分别。但还需要强调，这是给加行位众生说的法，是引领着我们去见实相的法、去见道的法。对于千千万万的资粮位众生，佛法是佛法，外道法是外道法，善法是善法，恶法是恶法，在我们的心中，暂时还是要泾渭分明的，学习佛陀的教法，就是学习佛陀教法的不共，学习佛陀教法区别于其他一切外道法的差异性，那是佛陀教法的核心价值。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,8,多选题,8.【多选题】依据课程内容，《金刚经》第十七段经文中的“佛说非身，是名大身”应如何理解？,A. 这段经文要从究竟中观上去理解。 || B. 从凡夫的角度讲，要在空性上去理解，或者在智者的角度讲，要从实相上去理解。 || C. 佛说人身长大，其实根本就没有什么大身，只是名为大身。 || D. 一切法无生，根本就没有什么身躯高大，只是名为大身。,ABCD,第十七段经文，我们就要从究竟中观上去理解，也就是从凡夫的角度讲，要在空性上去理解，或者说在智者的角度讲，从实相上去理解。“如来说人身长大，则为非大身，是名大身”，其实，佛说人身长大，其实根本就没有什么大身，只是名为大身。这里边的“人身长大”就是身躯高大，佛说身躯高大，其实根本就没有什么身躯高大，一切法无生，根本就没有，只是名为大身。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,9,判断题,9.【判断题】佛陀最终是要让我们凡夫远离二边，所以绝不能用二谛的模式度化众生。,,错误,佛陀最终是要让我们凡夫远离二边。但是，佛陀在度化我们这些凡夫的时候，当然还是要随顺众生，往往是要先利用凡夫的二边见，而最终让我们远离二边。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,10,填空题,10.【填空题】依据课程内容，印度古德认为，《金刚经》第十七段经文前两个段落，是说（）的法，是要引导着众生去见道，去见（）。因此，必须从（）中观去解读。,,加行位，实相，究竟,印度古德认为，第十七段经文开始这两个段落，是说加行位的法，是要引导着众生去见道，去见实相。因此，必须从究竟中观去解读。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,11,单选题,11.【单选题】依据课程内容，《金刚经》第十七段经文中“须菩提，如来所得阿耨多罗三藐三菩提”，这个“得”是什么含义？,A. 获得 || B. 得到 || C. 证得 || D. 取得,C,“须菩提，如来所得阿耨多罗三藐三菩提”，这个“得”是“证得”。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,12,多选题,12.【多选题】依据课程内容，对于《金刚经》第十四段和第十七段经文中的“无实无虚”，下列选项中理解正确的有哪些？,A. 第十四段经文中的“无实无虚”，可以在“权便中观”上进行解读。 || B. 第十四段经文中的“无实无虚”可解读为，在胜义谛上非真，在世俗谛名言谛上非假。 || C. 第十七段经文中的“无实无虚”，必须从“究竟中观”去理解，是彻底地远离真、假二边。 || D. 第十七段经文中的“无实无虚”可解读为，在佛陀所证悟的实相上无真无假，彻底泯灭真、假二边。,ABCD,对第十四段经文的“无实无虚”，可以在权便中观上解读：为什么佛所证得的法、佛所说的法，非真非假呢？在胜义谛非真，在世俗谛名言谛上非假。但是到了第十七段经文，再见到“无实无虚”，我们就不能仅仅从权便中观去解读。因为印度古德认为，第十七段经文开始这两个段落，是说加行位的法，是要引导着众生去见道，去见实相。因此，必须从究竟中观去解读。“如来所得阿耨多罗三藐三菩提，于是中无实无虚”，非真非假，这里的非真非假，是彻底远离真假二边。在空性上无真无假，在佛陀证悟实相上无真无假，彻底泯灭真假二边。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,13,判断题,13.【判断题】依据课程内容，《六祖坛经》有一段记载，惠能说：不思善，不思恶，就在这当口，哪个是你惠明的本来面目？就在这句话上，惠明见道大悟。所以不要思善，不要思恶，就是什么都不想，万念俱灰。,,错误,《六祖坛经》有一段记载。惠能说：不思善，不思恶，就在这当口，哪个是你惠明的本来面目？就在这句话上，惠明见道大悟。所以不要思善，不要思恶，这是加行位入见道位、泯灭善恶二边的法。所以“如来说：一切法皆是佛法”，没有善恶二边的分别。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,14,多选题,14.【多选题】依据课程内容，《金刚经》第十段经文和第十七段经文均讨论了“大身”的法义，关于这两段经文中“大身”的法义阐释，下列选项中说法正确的有哪些？,A. 第十段经文“佛说非身，是名大身”是从权便中观的角度解读的。 || B. 第十段经文是从二谛的角度去解读的。胜义谛上是空性——“非身”，但在世俗谛名言上“名为大身”。 || C. 第十七段经文“如来说人身长大，则为非大身，是名大身。”从凡夫的角度讲，要在空性上去理解。 || D. 第十七段经文“如来说人身长大，则为非大身，是名大身”，在智者的角度讲，从实相上去理解，其实根本就没有什么身躯高大，一切法无生，只是名为大身。,ABCD,第十段经文“佛说非身，是名大身”，当时是从权便中观的角度解读的，是从二谛的角度去解读的：胜义谛上是空性——“非身”，但是在世俗谛名言上“名为大身”。那么到了第十七段经文，就要从究竟中观上去理解，也就是从凡夫的角度讲，要在空性上去理解，或者说在智者的角度讲，从实相上去理解。这里的“人身长大”，就是身躯高大，佛说身躯高大，其实根本就没有什么身躯高大，一切法无生，根本就没有，只是名为大身。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,15,多选题,15.【多选题】依据课程内容，对于大乘佛法的“生死与涅槃的不二”，以下选项中理解正确的有哪些？,A. 生死与涅槃的不二，意思就是生死与涅槃一样都是真实存在的。 || B. 大乘佛法从究竟中观的空性角度讲，生死是空，根本就没有什么生生死死。 || C. 无生死，涅槃这个与生死相待的境界的安立的必要性，也就没有了。 || D. 因无生死，故无涅槃。生死与涅槃的二边泯灭，叫生死与涅槃的不二。,BCD,到了大乘佛法，佛陀想告诉我们，其实我们凡夫所感受到的生生死死，感受到生死中的喜怒哀乐，感受到生死中的种种苦难，这一切其实根本就是梦。生死是假的，根本就不真实。从究竟中观的空性角度讲，生死是空，根本就没有什么生生死死。无生死，涅槃这个与生死相待的境界的安立的必要性，也就没有了。因此，因无生死，故无涅槃。生死与涅槃的二边泯灭，叫生死与涅槃的不二。,0,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,16,简答题,16.【简答题】《金刚经》第十七段经文说“一切法皆是佛法”，依据课程内容，如何理解这句经文？尚在资粮位的学人听闻这句经文的法义后，应秉持怎样的态度来指导自身的修行与学习？,,"“一切法皆是佛法”出现在《金刚经》第十七段经文。印度古德认为这是接引加行位众生去见实相的，这段经文不是给初入佛门的凡夫、资粮位凡夫说的法。因此，对这句话要从究竟中观上去解读。从究竟中观角度看，凡夫境界的一切法（包括善法与恶法，佛法与外道法）原本无生。在这里佛陀要接引众生见真实，要泯灭凡夫心中的善恶二边。所以不管善法、恶法，佛陀说一切法皆是佛法，这是泯灭凡夫的善恶二边见。
对于千千万万的资粮位众生，佛法是佛法，外道法是外道法，善法是善法，恶法是恶法，在我们的心中，暂时还是要泾渭分明的。学习佛陀的教法，就是学习佛陀教法的不共，学习佛陀教法区别于其他一切外道法的差异性，这那是佛陀教法的核心价值。",,1,/Users/apple/study/buddhism/output/quizzes.csv
057,一切法皆是佛法,17,论述题,17、【论述题】依据《金刚经》导读，论述修行人天乘法、小乘法和大乘法的发心、见地、修行、安住境界有何不同？并指出大乘佛法区别于人天乘、小乘法的最核心要义是什么？,,"1.发心之别
发心是因，发什么心，结什么果。
人天乘：认同三世说生命观，但生不起出离心。不以为生死是苦，愿意轮回，佛陀给这类众生讲了人天乘的法。修人天乘的人，不希求解脱，其发心是在轮回中过得更好，确保下辈子生命状态不比这辈子差。
小乘：认同了三世说生命观又能够生起出离心，但生不起菩提心的人，佛陀为这样的众生讲了小乘法。小乘对轮回之苦极度厌离，想尽早断除自己的烦恼，寻求自我的清净解脱。其发心是寻求自我解脱的出离心。
大乘：能够认同三世说生命观，能够生得起出离心，同时还能生得起菩提心，佛陀为这样的众生讲了大乘佛教的法。大乘修行者不以个人的苦难为苦难，而是观众生的苦难为自己的苦难，把度化一切众生走向解脱当作自己的解脱修行路径。大乘发心是自度度他的菩提心。
2.见地之别
三乘见地的核心差异，在于对世间诸法解构的彻底程度不同。
人天乘：其见地仅停留在世俗的世俗因果层面，深信“善有善报，恶有恶报”，并未触及对“我”和“世界”真实性的深度解构。
小乘：初时教法讲四谛、十二缘起。用十二缘起的特定模式，主要解构的是人我执。“无我”只指人无我，讲人我空——轮回无我，对于法我的问题是悬置的。
大乘：大乘佛法不仅解构了“人我”，同时解构了“法我”，讲人法皆空，进而还要讲“一切法无生”。认为凡夫境界的一切存在根本就没产生过，是以“什么都不存在”为基本特征的空性。
3.修行之别
依不同发心与见地，三乘修行路径、修行宗旨截然不同。
人天乘：修五戒十善，其果报是未来在轮回中得财富善报。
小乘：修三十七道品。初时教法的修行，是要解除自己内心的烦恼而获得清净涅槃的解脱境界，通过修行，把造成“苦”的因消灭了。
大乘：大乘佛法修行的根本法门，是六度——布施度、持戒度、忍辱度、精进度、禅定度、般若度。第六度般若度是纲领，前五度要在般若的统摄下修行，才能引领走向解脱。
4.安住境界
三乘修行的最终证得境界，也因其发心和见地而截然不同。
人天乘：最终安住于生死，在六道中轮回，得到人天善果，不堕恶道。
小乘：最终安住于涅槃。小乘修行者执生死与生命中的苦难为真实，所以小乘法直奔涅槃，最终安住于涅槃。初时教法的修行，最终证得清净解脱的阿罗汉果位，从此“不受后有”，出离了三界。但是在大乘看来，这不是真正的解脱境界。
大乘：最终安住于无住涅槃。大乘佛法要泯灭生死与涅槃的二边见，叫“智不住生死，悲不住涅槃”，生死即涅槃，涅槃即生死。大乘佛法为了表达跟小乘佛法的境界的区别，勉强又安立了个名言，叫“无住涅槃”。最终证得圆满的涅槃境界，就是成佛的境界。
5、大乘佛法的核心要义
大乘佛法区别于人天乘、小乘法的最核心要义，就是无生，就是最终彻底地泯灭二边见。",,1,/Users/apple/study/buddhism/output/quizzes.csv
058,一切法无生,1,多选题,1.【多选题】依据课程内容，无量的佛世界一切众生的所有心，“如来悉知”，在凡夫看来这是一个巨大无比的神通、一件根本不可能的事情，为什么佛可以做到呢？,A. 之所以在凡夫心中这似乎是个无比的神通，是因为在凡夫心中众生实有，众生的心也是实有。 || B. 因为“如来说诸心，皆为非心，是名为心。” || C. 因为在佛陀看来，这一切众生的心，根本就不是心，就没有心，皆为非心，是名为心，所以佛陀对这一切悉知。 || D. 佛陀就是依靠凡夫所理解的这个无比的神通，才做到悉知一切众生和众生心的。,ABC,无量的佛世界一切众生的所有心，“如来悉知”， “何以故？如来说诸心，皆为非心，是名为心。”之所以在凡夫心中这似乎是个无比的神通，是因为在凡夫心中众生实有，众生的心也是实有。而在佛陀看来，这一切众生的心，根本就不是心，就没有心，皆为非心，是名为心，所以佛陀对这一切“悉知”。,0,/Users/apple/study/buddhism/output/quizzes.csv
058,一切法无生,2,多选题,2.【多选题】依据课程内容，对“肉眼、天眼、慧眼、法眼、佛眼”的第一种理解，下列选项中说法正确的有哪些？,A. 肉眼指我们人间的凡夫所具有的眼的功能。 || B. 天眼指的是天道众生的眼的功能。 || C. 慧眼是指阿罗汉，小乘最高境界的修行者所具有的智慧。 || D. 法眼就是发菩提心，经过资粮位、加行位的修行，见道之后地上菩萨的智慧。 || E. 佛眼就是最后修行成就了佛的智慧。,ABCDE,肉眼，指我们人间的凡夫所具有的眼的功能。天眼，指的是天道众生的眼的功能。从天眼到后面的慧眼、法眼、佛眼，就不好理解为是一种观看的眼的功能，它其实指的是一种智慧。慧眼是指阿罗汉，小乘最高境界的修行者所具有的智慧。法眼就是发菩提心，经过资粮位、加行位的修行，见道之后地上菩萨的智慧。佛眼，就是最后修行成就了佛的智慧。这是佛教中对五眼的第一种理解。,0,/Users/apple/study/buddhism/output/quizzes.csv
058,一切法无生,3,多选题,3.【多选题】在《金刚经》第十八段经文中，为什么佛说“过去心不可得，现在心不可得，未来心不可得”？,A. 因为前面经文讲“如来说诸心，皆为非心，是名为心。”既然是非心，既然心根本就不是真实，当然不可得。 || B. 因为过去心已经过去了，未来心还未到，所以过去心和未来心都不可得。而与过去心和未来心相待而言的现在心，也是不可得。 || C. 因为这里的“过去、现在、未来”是指时间，而时间其实只是凡夫在凡夫境界的生灭法中的感受。 || D. 时间也是虚妄的，在空性上、在实相上，一切法无生，因此时间是泯灭的。,ACD,“何以故？如来说诸心，皆为非心，是名为心。所以者何？须菩提，过去心不可得，现在心不可得，未来心不可得。”既然是非心，既然心根本就不是真实，当然不可得。但这里重要的是，“过去心不可得，现在心不可得，未来心不可得”，用了过去、现在、未来，指时间。时间，其实只是我们凡夫在凡夫境界的生灭法中的感受。时间也是虚妄的，在空性上、在实相上，一切法无生，因此时间是泯灭的。因此，谈诸法的实相，是不能够从有时间的凡夫的生灭境界中去讲的。,0,/Users/apple/study/buddhism/output/quizzes.csv
058,一切法无生,4,判断题,4.【判断题】如果我们把权便中观，特别是究竟中观，一切法无生——空性，泯灭二边，把这些法义能够在心底里真正领受，至少有所认识，有所认同，那么《金刚经》从第十七段开始后边的经文，是非常好读的。佛陀是从不同角度、不同方面，反反复复来教诲、熏习我们，其实想告诉我们的是，一切法无生，才是佛陀甚深的般若波罗蜜。,,正确,如果我们把前边的权便中观，特别是后面的究竟中观，一切法无生——空性，泯灭二边，把这些法义能够在心底里真正领受，至少有所认识，有所认同，那么《金刚经》后边的经文，是非常好读的。佛陀是从不同角度、不同方面，反反复复来教诲、熏习我们，其实想告诉我们的是，一切法无生，才是佛陀甚深的般若波罗蜜。,0,/Users/apple/study/buddhism/output/quizzes.csv
